Order_code,Cost,minPrice,maxPrice,avgPrice,sdPrice,Start_dt,end_dt
s81823l,6248,1750,7900,4570.1852,1392.26852,10/25/1927,8/22/2028
v26319c,3393,600,9490,4738.0625,1466.711946,7/14/1924,11/11/2021
q36664v,13137,300,17000,4452.4964,1765.203754,6/21/1941,1/26/2019
u91785i,9842,500,33000,4423.9231,2710.665053,8/2/1936,3/13/2029
j49444l,3108,699,12000,4204.5137,1626.576676,4/19/1906,10/21/2026
q71547g,3969,130,27500,3557.9569,1650.521298,5/24/1971,9/3/2026
r68711y,3820,649,6600,3643.8824,1735.509211,4/4/1926,2/10/2029
s26571y,6930,1000,8833,4856.5714,2524.670918,8/16/1964,10/22/2025
a11421x,8389,3700,9999,7075.05,1687.401419,4/19/1969,3/28/2022
g99339z,4727,1890,9950,6730.6071,2322.921288,10/26/1943,10/3/2025
h76593o,2231,950,12800,6485.973,2649.842672,3/11/1943,8/17/2022
c87178h,7515,1350,9999,5733.8519,1819.021536,8/12/1950,5/12/2023
r21318q,5386,1600,12500,5765.0822,1882.229091,4/8/1958,2/2/2019
g66526n,2434,700,11900,5278.7778,1842.273099,3/27/1982,1/22/2018
a92586p,10302,500,27999,4992.4221,2119.587265,9/13/1926,11/24/2028
w20385h,8593,160,21490,3974.497,1743.166773,9/21/1947,9/5/2028
c31427y,1081,150,16500,4549.2667,3662.316143,9/18/2008,5/24/2019
a40837t,6659,4790,10850,7451.4545,1968.954054,3/20/1941,2/28/2019
h24135y,6421,4500,9900,7240.6667,1436.185563,6/17/1958,2/4/2029
x90970z,10413,4800,12500,7202.2692,1869.683921,7/23/2007,5/11/2029
z62790c,10162,2500,13500,6895.1905,2038.929636,10/13/1994,12/16/2020
t20141x,3251,1000,12600,6182.5873,2026.646606,3/16/1956,8/14/2018
o19423e,6398,2000,11999,6168.4844,1943.641034,1/24/2014,1/17/2026
t50489y,15640,1200,26500,5624.9955,2659.65667,1/12/1960,4/27/2021
l75995e,24782,200,29500,4909.1598,2385.186272,12/1/1988,3/12/2030
b68159f,11316,3550,15450,9280.4,3008.793131,8/3/1903,4/4/2030
c89880r,4772,3850,14900,9478.0435,3278.335454,6/13/1958,5/21/2020
y50423w,9254,4900,14990,10418.3235,2753.32041,4/25/1995,12/23/2024
c85332o,5959,4400,14900,8696.1176,2540.434837,8/24/1941,2/16/2024
b11359n,10438,2100,15600,8318.3243,2636.112223,12/20/2000,5/14/2021
a58568z,3026,1500,13999,7516.8333,2539.85714,2/2/1974,12/6/2023
x38299i,15784,129,35900,5954.6859,2558.847565,4/11/1906,3/22/2030
s58022p,7665,6299,12990,10382.5263,2285.840865,12/20/1985,8/24/2022
t56842c,10584,499,29000,10079,4375.182661,4/18/1945,9/1/2019
g31036u,11915,1500,15699,8768.8947,3014.989267,3/9/1998,5/14/2026
t39169z,7989,300,29950,7552.0974,3473.279036,4/16/2006,7/18/2022
y74262i,10337,4900,13800,9368.75,2362.63948,12/8/1914,8/28/2018
u83217t,9433,4000,25990,8662.68,4272.150201,4/17/1996,7/20/2027
z14619q,11265,1300,19799,8825.3929,3347.535351,5/16/1926,5/14/2021
i70488q,7148,599,19900,7220.3792,2749.162822,10/1/2013,9/10/2019
b17569h,7386,2300,20000,10675.6429,4092.802875,3/17/1952,10/10/2019
y14939p,10670,8000,18500,10941.4615,2789.872526,5/18/1962,4/17/2030
o60771l,13290,700,15500,10096,3613.356624,12/8/1970,8/9/2025
i43956w,8702,250,19000,10593.36,3550.951178,6/6/1956,7/16/2020
f28495g,15999,300,22000,8797.0197,2692.910541,2/16/1952,4/2/2026
a43976s,13059,4900,27900,18863.2143,7619.937319,3/13/2010,6/6/2024
b93855u,7731,5950,19987,12007.0667,4293.345401,10/23/1958,8/13/2025
x42872z,16261,6000,28000,11440.7297,4680.451362,6/18/1912,8/10/2024
t26356b,12443,1499,19450,9270.3004,3194.247085,5/2/1914,5/7/2026
n78470t,6038,2900,15000,10514.3548,2668.335044,12/21/1969,4/13/2021
q65738e,25219,3800,34900,9519.4011,3492.262903,11/16/2014,12/22/2029
p25642v,14997,1500,24980,13519,5668.124102,12/1/1907,2/2/2018
e89040b,21588,300,23750,13516.75,4701.223212,1/10/1925,8/11/2030
m62688u,8864,2600,19900,13219.4063,3794.81508,8/13/1931,5/12/2020
y18742b,4071,3000,24500,10466.6652,3356.591424,9/14/1991,4/8/2026
e94019w,18101,3299,23500,11980.6889,3606.14274,1/4/1995,12/20/2020
r99982k,31731,3750,34996,12543.2807,7015.303887,6/6/1944,11/19/2021
w58814h,22402,11500,25800,16953.5789,2950.522332,9/13/1982,3/11/2025
s43294z,17321,5500,25000,12720.8,3572.807408,1/17/1921,10/10/2021
b81284v,24279,9200,51500,18274.9583,10082.24213,8/18/1988,6/16/2023
q24471q,20860,15500,29900,20745.8333,3955.031518,9/26/1960,1/17/2022
s95611j,2277,1799,4350,3169.6154,598.8169797,12/20/1951,1/27/2029
v47034d,1647,1100,3800,2580.8182,929.9684079,1/2/2016,6/21/2029
o13250z,6739,2700,6900,4327.6452,964.0892593,8/28/1928,1/27/2027
o46045r,3440,2199,6990,3983.6744,1113.48263,7/5/1911,6/3/2024
u77443k,3981,800,4850,3212.9178,1027.3988,6/11/1944,9/14/2018
s72144n,5787,600,5999,3198.2386,1094.63404,1/24/1959,2/10/2018
t88290w,3402,400,5650,3077.9485,1030.065092,11/21/1955,6/6/2027
p55990l,3195,500,5000,2911.9216,954.9339951,5/23/1942,5/2/2030
p10411l,2176,480,5499,2884.8133,992.7176328,9/7/1906,7/24/2030
i56528b,2685,350,7000,2748.9085,1068.005523,5/8/1908,8/5/2029
b93999a,3726,450,5600,2385.5311,884.5334475,10/1/1901,1/28/2020
u25840d,3841,1500,4500,3054.3636,954.2866229,1/3/1949,12/17/2018
r97721v,4762,1999,5999,4519.6667,1085.750227,6/10/1946,9/14/2023
e46678d,8910,3400,8999,5969,1347.179572,7/16/1908,9/18/2022
c56062h,3804,1800,9900,5420,1705.679095,10/7/1909,4/26/2027
i74833g,5512,1200,8950,5033.8936,1466.361937,3/8/2016,2/11/2021
j94619g,4730,1799,7999,4912.6122,1351.363164,9/8/1983,11/17/2023
q76622l,6673,849,7890,4234.7738,1302.466263,4/10/1963,2/19/2024
y86293t,4891,650,7900,4095.1134,1366.233259,5/1/1909,12/11/2023
h45741g,6565,600,8000,4052.1545,1398.450263,8/25/1913,12/26/2023
x61443n,3401,1000,10000,3862.2867,1429.224136,9/1/1909,1/20/2020
g18754h,8630,550,11500,3833.265,1379.901207,9/16/1976,12/15/2030
s36214n,5606,399,7500,3150.6679,1290.344632,5/4/1909,6/10/2028
x68093x,2701,1300,7990,4177.1429,2317.894453,11/14/1944,9/2/2018
n53124u,4061,2999,16500,5959.0385,2662.791919,9/10/1906,2/2/2027
o61121y,14758,3500,17500,6714.4792,2735.001302,7/5/1932,6/9/2026
v28985e,9993,2300,10900,5429.7234,1586.732783,7/28/2001,7/1/2019
n58733m,9411,1150,10700,5637.6104,1820.23311,4/3/1947,2/25/2019
f11885g,2351,1800,17500,5547.8378,2090.441358,4/19/2008,6/3/2028
y21654z,12833,1250,13999,5544.766,1817.786736,9/15/1975,1/16/2028
o43166v,4038,1490,10000,5216.3812,1778.168812,12/1/1922,2/17/2030
o79639y,7390,650,12500,4713.3181,1687.431472,2/6/1922,3/15/2029
w33095r,8868,450,20530,4375.5253,1765.389359,1/27/1904,12/24/2018
c38628t,11471,4100,12400,8420.3889,2441.67998,4/27/1966,5/3/2027
n61949p,5412,2499,14000,7292.2857,2513.426349,6/6/1996,10/5/2030
j57674x,10613,2200,12500,7426.775,2700.4266,6/12/1969,10/4/2030
p60188k,9387,2999,12300,6722.0816,2097.573806,6/10/1904,1/18/2028
q84856k,7151,3300,10400,6792,1895.278413,1/13/1932,12/11/2023
p42821b,2555,2250,11500,6760.4235,1783.23632,1/23/2005,4/9/2028
e10230w,1592,1500,12000,6534.4403,1958.207143,10/3/1931,2/12/2022
w22794s,20979,990,27999,6032.6209,2428.111488,12/10/1998,5/4/2018
h87136y,9260,600,31950,5097.4351,2190.688591,11/3/1920,6/25/2030
m72817y,3700,430,9600,4912.6875,2038.636975,6/1/1987,1/1/2022
q43443a,16011,950,22800,7997.4167,5410.371374,10/1/1986,7/17/2018
h47685v,4722,4444,12500,7249.0667,2706.181331,2/4/1922,9/18/2022
x31481x,8710,6700,10699,8149.2667,1306.598457,4/12/1920,11/7/2029
s95184j,6148,4999,15950,8726.5909,2861.795124,2/9/1972,5/17/2027
l40899f,4021,3200,19500,9132.9722,4236.522962,5/25/1996,8/19/2019
v38736j,13904,2900,17800,7541.4103,3013.90337,7/2/1959,3/15/2025
w17191d,9636,1500,22000,7523.7746,3576.168227,10/22/1924,7/2/2021
r82695p,2866,2650,17450,7004.1887,2612.380965,8/9/1907,5/20/2027
j45574b,4778,1000,13999,6690.2101,2126.969343,12/10/1906,5/5/2025
j60255a,6083,299,22800,5648.6854,2188.571474,8/14/1919,9/8/2025
c28333o,9906,2800,16500,11425.8333,3568.150726,11/15/1968,3/17/2025
q20144b,6461,5250,17000,10389.9474,2936.467453,5/6/1983,12/23/2026
l55314h,14994,2800,14999,10075.4516,2891.121145,8/5/2010,11/24/2022
l47862r,3453,2950,19350,9681.6232,3355.69728,5/19/2004,4/15/2026
o40589k,7544,3950,16500,9670.3663,2345.730867,1/17/1911,2/28/2025
k73430i,7392,1990,15800,8084.349,2753.795189,9/9/1926,6/3/2026
l28739m,10393,800,34900,6694.7057,2623.236051,7/23/1910,7/17/2024
f64352m,13055,7999,19700,11954.5294,3477.148546,12/4/1966,10/13/2022
d55135q,12271,3349,16990,10491.9333,3081.77411,5/22/2015,9/13/2020
i38433s,7168,6000,16450,10668.3704,2988.242964,6/19/2008,2/28/2022
w80253q,7145,3500,15490,9726.5135,2847.530183,7/27/2013,3/24/2018
x71858f,6415,3499,32500,9223.8986,3495.172448,11/11/1921,11/24/2020
o68294c,15425,850,29990,7916.0007,3397.81687,9/20/1906,6/24/2029
g69917b,15196,7500,17000,12351.6667,2677.57301,1/21/1933,10/24/2028
h56549i,12153,5400,18500,11896.8235,3396.577278,7/15/1916,8/27/2023
m60620j,17606,3000,19999,10568.4706,3718.385214,8/23/2007,6/4/2019
d31911p,7800,4000,14444,10630.6667,2723.79479,5/8/2002,8/19/2024
x98877j,13664,4000,16900,10420.5814,3268.105526,11/2/1980,3/27/2030
l16871u,12220,3850,14600,9358.9703,2280.982407,4/28/1951,4/5/2028
u42081r,14952,1890,26000,9006.8924,3714.016664,4/7/1953,1/7/2029
s37995m,17682,8000,19900,13354.4706,3361.279573,9/17/1967,4/6/2024
y96588t,14243,9400,19800,14084.2105,2781.92723,4/24/1995,2/4/2027
m36126g,16984,6700,18500,12254.2963,2697.177576,2/15/1945,10/7/2026
j79858g,12314,2000,23500,12995.5814,3452.983444,1/16/1949,12/6/2023
e73457a,33670,2000,41900,10967.5112,3448.91252,9/23/2014,9/28/2022
v28161n,19389,5695,34900,16867.85,7045.506343,7/21/1937,9/8/2027
h81538n,19459,8700,29890,14140,5302.045989,3/23/1924,4/25/2018
w60240b,15619,7700,17950,13334.8667,2799.641843,3/24/1979,9/14/2022
o86173q,18245,3500,21990,13707.9348,4101.102208,7/1/1974,3/5/2029
d28353v,3014,2300,25500,11344.91,3243.228552,11/18/1951,2/17/2021
r25798i,17329,9400,19990,14602.8462,3199.200594,6/4/1999,5/17/2028
s70634t,19374,7500,23900,14494.4737,4530.281301,6/8/2006,3/7/2024
y73634s,20402,9939,23900,14189.7727,3874.939002,3/14/1990,12/8/2027
e42812s,8338,6999,19500,13738.6094,3024.9543,6/11/1975,7/9/2019
x78930s,9004,550,22500,10916.6049,3541.266784,11/20/2001,5/11/2024
v99520m,18463,9125,26990,15037.5789,4376.972606,1/10/1909,10/7/2019
m97698b,13427,5500,21000,12350.9796,3184.157682,11/11/1983,1/22/2023
r83911j,25530,10000,30000,21250,5522.865364,6/7/1914,12/13/2030
z67948s,16532,5000,25987,16964.3077,5469.285629,12/18/1957,11/1/2023
m58298k,20799,9250,23900,17506.4667,4522.325182,11/20/1919,8/27/2019
r72570k,6809,499,25900,14948.325,5207.452659,4/8/1930,8/17/2021
w15039f,23133,5500,39999,13805.6613,6543.536947,1/16/1963,2/28/2019
p71346h,24874,15500,29500,18175,3339.848015,5/20/1996,12/10/2024
i90691k,8105,3990,24900,13350.8367,3847.521796,12/20/1909,3/27/2023
n34936i,10856,8900,49911,20787.5,11882.77358,3/2/1918,5/4/2021
t63994a,20314,15900,41911,24241.6667,6430.37835,1/16/1993,11/14/2024
w95791g,15760,8900,29500,18684.075,5407.539276,5/19/1941,7/23/2025
z29967m,17285,9999,19998,14578.9333,2828.717624,4/19/1991,9/25/2023
x89670h,14234,7800,28000,16916.1538,5872.705167,2/17/1914,11/5/2028
i45419i,16674,13500,38950,24427.7368,8507.138444,4/15/1957,4/2/2030
y35014l,3402,800,5000,3656.6667,1076.246048,7/25/1988,12/6/2029
i37742d,2255,1900,5100,3707.5385,1029.789494,3/10/1983,3/24/2019
g92666x,8195,2699,16800,5323.0833,3608.005092,2/5/1997,10/5/2029
f15731e,4591,2850,6950,4376.8462,1109.77585,9/16/1903,6/22/2026
x66634w,2646,200,5999,3596.9333,1203.874466,4/25/1917,11/7/2027
w23744w,2477,1800,6850,3749.6389,934.1484284,9/24/1988,5/25/2028
w48738b,4527,1399,6250,3664.7344,1047.140201,11/15/1999,5/1/2024
w72933a,4856,500,7000,3308.0962,1079.904381,1/22/2008,12/28/2029
b41019z,2852,900,5790,3558.6827,1005.380461,5/9/1973,9/11/2018
w42996w,5229,800,6000,3363.3571,1037.654601,6/11/2013,12/7/2019
y86863c,2586,450,6700,3244.3836,1081.165019,11/3/1911,11/14/2026
p37329j,3360,600,5555,3076.1581,975.9055462,8/1/1928,1/21/2022
t50230d,5808,450,5999,2698.9017,1040.587633,5/26/1979,5/21/2030
h32631e,6995,3490,8700,5345.619,1180.828985,1/14/2008,4/24/2020
n99476w,5468,3590,8300,5461.125,1322.845806,1/9/1907,11/2/2019
e35064j,2252,2222,9800,4992.9722,1510.303602,5/5/1911,10/27/2029
o52854o,8462,1416,8990,4693.869,1198.870428,4/12/1952,5/21/2020
v45585u,1252,500,8690,5111.2472,1535.379112,7/6/1997,9/23/2022
w94341d,4209,1250,8800,4666.5816,1253.652463,11/22/1943,5/20/2027
b25025j,3002,1250,7290,4423.1481,1209.503884,7/15/1996,12/26/2028
i65070l,7057,800,9000,4079.9276,1303.683103,9/6/1993,10/15/2026
r16980n,5691,650,17500,4156.1978,1297.298967,3/18/1901,2/3/2024
z54251g,1841,150,8600,3487.4385,1243.651525,4/18/1942,3/4/2018
u37364i,10969,1999,12499,7788.4,2772.03999,3/20/1935,6/10/2026
l73471p,5863,5300,11250,7132.7619,1383.27186,6/2/2004,4/11/2018
f77292n,6161,1700,13200,6389.6563,2326.203165,6/18/1955,11/24/2028
x31150o,2404,2290,10500,6456.6786,1804.328665,3/24/1911,11/7/2020
n95151o,8524,1000,13900,6377.383,2234.992109,7/13/1964,5/24/2029
k75423r,2577,1600,24950,6323.2523,2947.952575,6/27/1963,4/23/2027
d77494a,8569,1750,12499,5927.2581,1744.113969,4/19/1963,2/8/2030
r47018g,6061,700,16400,6106.3235,2057.100989,4/14/1995,9/20/2030
s42232w,4573,142,14900,5622.0744,2000.541578,2/10/1901,10/24/2018
h92346j,6881,500,17900,4922.6912,1831.008492,7/24/2005,5/13/2028
z39175b,10066,5500,13900,9205.7059,2179.512216,5/17/1972,10/2/2027
l59477a,9452,5000,11500,7874.3226,1463.385015,3/7/2009,8/12/2025
w78968r,7795,3300,15000,7895.88,2011.350577,2/12/1940,5/20/2020
i88742w,25470,2700,42500,8729.2,6297.228927,9/12/1906,11/23/2027
s13216z,8208,3000,11490,7462.2432,1848.372058,3/7/1961,6/7/2021
m79741l,3827,3300,32100,7800.5165,3761.703131,1/1/1979,8/24/2018
j62613j,2868,2600,11500,6687.4923,1743.954641,5/5/1953,7/22/2028
o56531g,6963,1750,20500,6566.5131,2388.080798,1/7/1944,8/17/2022
n47592k,9600,750,26999,5512.083,2131.749948,6/18/1926,7/26/2022
h30664d,4702,4400,7000,5648.9091,845.6245088,4/20/1920,11/18/2020
a97174a,11439,2999,13000,7894.0833,2662.816193,6/6/2014,3/10/2025
n99853e,8195,6450,11999,8741,1590.120713,8/23/1924,5/1/2030
z12272w,3684,2950,13400,9108.0909,2490.441379,5/1/1958,4/21/2023
v32952u,20077,2999,31500,8181.0816,3817.411003,7/7/1990,8/27/2023
k21898j,17755,5300,22500,9158.7458,2769.710629,6/20/1965,12/24/2026
q78652q,7835,2990,15900,8492.0737,2584.191199,8/4/1944,12/10/2028
n25272h,10418,1399,19999,8281.9063,2916.180294,1/25/1953,5/28/2022
d14227d,8921,1950,21500,8015.0604,2524.489147,12/25/1937,7/28/2030
d43076v,19134,150,20500,6678.9561,2501.517333,4/7/1980,6/20/2027
e33273t,7577,6099,19999,10130.8125,3847.229656,6/7/2017,12/1/2029
i71080x,5827,3500,16799,11396.8846,3696.530289,4/13/1963,3/4/2023
s79912a,10122,5750,15980,10963.2083,3161.769784,4/11/1986,8/4/2029
m61062b,15026,6500,15900,11004.4872,3003.603049,7/21/2009,7/15/2027
w92744p,11512,2900,16700,10499.35,3426.239595,1/17/1931,6/11/2026
l40981j,13571,3999,22900,9599.2159,3004.835094,8/11/1949,10/7/2029
w97259a,5362,3750,20000,9167.8873,2961.220902,6/18/1930,6/10/2029
g51818m,15871,700,31500,7567.4086,3132.071731,5/18/1992,10/21/2030
r56830l,12455,7750,19500,13255.6842,3344.184962,7/14/1984,6/18/2024
b54666u,7701,5900,14900,10898.8077,2510.665435,1/28/1930,9/3/2020
r35968c,13884,5800,21999,11844.5106,3002.443656,8/12/1979,1/18/2022
u43013u,21946,5500,24500,11664.9444,2849.503442,4/6/1900,5/5/2025
e96115h,23385,4700,34900,12172.0842,5029.284684,5/28/1974,2/13/2021
z93482f,30208,3950,31500,10789.1,3731.725382,7/26/2003,9/4/2027
q88294y,29076,899,33000,8924.5649,3655.738679,4/25/1928,9/19/2020
c49218s,32869,8000,34990,15477.4063,4959.394078,9/8/1943,10/6/2028
b84842x,6925,4900,16995,12425.3214,3640.137468,7/5/1943,4/10/2028
p22967o,19737,8500,24500,14117.1379,3342.820291,5/18/1996,5/21/2023
e75647d,13483,2500,21300,12899.8571,3232.826545,4/14/2008,7/13/2023
b17246w,6953,5900,18800,11873.7558,2757.073743,3/21/1981,8/3/2020
i84957k,10649,550,23650,10492.1069,3300.694528,7/21/1942,1/27/2018
i95945u,12984,4200,18500,13653.3333,3747.726718,6/18/1964,6/9/2019
z32195q,13343,8500,23900,16776.0625,4541.340901,10/6/1940,3/24/2020
a49965n,5558,800,24900,15561.0556,6168.390304,7/26/1923,7/15/2027
m50721d,9337,8450,20999,14754.8929,3163.644105,3/20/1912,3/6/2023
p54638p,9446,6950,21500,14168.2759,3239.692162,9/20/1963,6/20/2024
o60460o,16184,300,27990,12606.3292,3487.973824,10/10/1935,9/19/2018
m13468k,15731,9500,30000,22230.9091,6739.854941,11/9/2017,9/24/2024
u61411x,24276,12999,27900,20822.9167,5184.616419,9/28/1993,7/23/2028
l68242p,10724,6999,29900,16695.5385,6338.394417,3/18/1967,9/16/2028
l35987k,15199,1000,23950,15539.2941,5190.842919,11/26/1910,8/20/2026
p67690r,20243,10900,22500,15050.4762,3153.180067,3/23/1917,4/12/2022
w29499h,7361,6450,26800,15725.7921,4500.894462,6/26/1953,12/22/2024
w22374d,28820,2000,30800,13077.2083,3811.621876,8/21/1967,3/21/2019
d30114v,21713,9000,33000,18703.4545,5643.33614,11/2/2016,4/11/2030
c39940z,18207,14000,21499,17893.25,2084.647337,10/13/1982,5/3/2021
a49084c,21838,8500,28000,17430.6087,4918.865977,5/20/1931,2/7/2027
y75587d,18816,8500,21000,14208.4583,3536.031809,9/12/1955,3/16/2019
q90442y,5338,3999,23900,12553.9659,3387.971965,11/10/2007,1/28/2026
j65710p,15711,12500,31900,18134.6111,6395.280926,5/26/1960,2/23/2027
w61172a,15975,10500,25500,17941.7727,3801.963678,3/23/1983,5/19/2019
w12371a,14310,6490,24998,14460.9419,3239.838348,11/10/1909,1/3/2026
x65531a,30024,14700,33880,21941.2857,4611.279175,9/2/2008,6/18/2020
t67411l,24088,8500,24987,17580.25,4720.430191,2/15/1988,4/3/2021
h35459f,22965,9200,30000,17089.2581,4772.861203,5/5/1934,7/18/2026
p46031e,16678,7500,25990,16186.6289,4004.049891,4/9/1978,9/27/2019
n54124g,29278,7900,47500,15869.4419,6421.586688,2/20/1979,12/10/2026
s23532q,15053,8600,21500,13543.1515,3629.04219,4/27/1975,9/26/2020
q28254c,43801,19000,45800,26863.0714,9202.589802,11/23/1988,8/7/2027
r21640s,21826,12500,49000,22277.36,9731.570064,6/23/1913,8/4/2020
o39868u,36531,11400,41500,20501.1176,5121.143292,3/1/1994,8/19/2028
w26779x,33027,14900,37850,23453.9167,5526.413989,1/15/1968,3/25/2030
v47329a,6511,1600,6850,4335.5714,1304.067467,7/2/1912,5/24/2028
t91789p,3404,2500,6500,4255.1765,1010.30125,11/3/1926,4/4/2026
x11316u,4777,3150,6450,4571.7059,1149.326952,5/27/2007,2/26/2020
m46841l,7066,1990,7250,4543.0588,1202.163098,5/4/2007,1/21/2026
c43258y,5878,2190,6990,4436.9531,1273.537475,2/16/1960,8/12/2023
r40511n,4524,1899,7100,4360.3699,1318.944103,7/7/1966,7/12/2025
m84310h,5608,1650,6500,4062.6724,1108.664355,11/20/1924,8/16/2029
o59699h,5954,1199,7000,3834.4779,1222.048919,4/20/1975,9/12/2019
n47434f,6837,799,7100,3893.1875,1201.879555,10/5/1976,10/28/2026
a33477q,635,550,5950,3723.8018,1088.668737,3/4/1933,10/12/2029
l21986e,679,600,6500,3515.682,1030.147551,9/26/1900,3/13/2023
j82153h,2828,590,7299,2997.0876,1046.18901,8/24/1951,3/8/2018
c49415p,8247,3390,8350,5094.4545,1255.40514,4/25/2000,2/17/2018
s34946x,5661,3000,9000,5820,1809.336168,12/23/1999,12/23/2018
e30512s,7529,2400,9800,5645.24,1629.252756,8/3/1901,12/22/2023
s58640m,5304,999,8900,5415.4762,1240.275128,12/19/1971,6/22/2021
s62356e,13802,1250,20000,5460.157,2053.932032,5/28/1994,4/11/2022
o72470n,7136,999,8450,5336.9669,1300.215392,5/23/1945,1/14/2023
q46620e,4046,1150,8600,5166.3803,1277.055282,9/21/1963,4/9/2024
p19528z,8150,1400,9000,4782.3987,1388.520143,12/5/1984,10/27/2024
a99152f,2373,500,8200,4714.0471,1340.397069,10/23/2007,11/1/2020
e38617k,2129,900,8890,4547.1662,1265.822903,1/8/1903,4/16/2028
c26653h,5393,950,10000,3955.2245,1511.208688,10/21/1940,10/18/2028
w90853z,9786,3550,12000,7436.25,2034.757935,6/21/1995,12/8/2024
w71242q,6227,2800,8900,6248.8947,1592.20598,8/22/1950,12/12/2020
e96338h,8988,3199,10900,6631.9,1513.870037,5/21/2002,4/7/2029
s87294w,11275,3999,11500,7162.8065,1836.474698,8/17/1960,3/26/2019
v41916l,5731,2500,12850,7112.1098,1712.001816,8/22/1969,8/17/2029
g18783s,5386,990,19700,7072.134,2687.977109,8/4/2014,4/18/2021
x77350i,10995,1930,18000,6933.2374,2263.734161,5/20/1937,6/4/2020
m74724e,11540,1800,14800,6609.5643,2150.996444,6/22/1951,6/4/2029
z24051o,4209,800,19800,6637.9952,2155.952003,7/21/2002,9/4/2023
o36453x,7452,900,19850,6159.4718,2130.068489,8/2/1912,12/6/2018
q60380t,10700,600,18350,5612.3324,2189.603623,8/2/1989,9/1/2023
p24175k,13304,6750,14600,9421.5455,2913.509236,12/21/1944,8/11/2026
x99362h,9860,5299,12800,9535.3636,2297.503478,4/20/1970,10/7/2028
i92654p,18335,5900,19200,9556.5238,3327.54027,5/6/1936,2/9/2029
r79127i,13203,4499,13700,8546.325,2364.091405,10/27/1920,3/18/2023
i97627p,7845,3990,12250,8958.92,1844.613128,8/17/1952,8/7/2022
q20724l,9315,1400,29000,8328.287,3084.805475,11/15/1909,4/7/2029
x27515l,13165,2400,15200,8025.9744,2302.62304,6/7/2008,11/9/2023
n27450h,6955,2990,14200,7684.2171,2159.357078,5/16/1957,5/7/2027
n78126v,11254,2100,12900,7340.5676,2011.989328,5/19/1919,2/8/2021
k55424o,6024,500,23900,7094.7957,2365.558848,2/20/2007,8/18/2024
s94959y,16719,1500,22490,5988.9661,2169.709496,4/3/2000,3/28/2022
r62115o,4591,3290,14150,9429.8182,2936.425187,8/18/2003,3/16/2027
x35850e,11069,8250,18000,10484,3021.878968,8/17/1961,4/8/2020
v32619k,8373,3500,15500,9409.8421,2358.104307,9/5/1960,8/3/2029
y10387n,5467,4500,16200,9416.6667,2797.640339,4/28/2002,12/12/2021
c83720u,11698,4000,15850,11010.1212,2838.484634,8/22/1969,5/2/2029
c56533s,13857,4550,17490,10490.1667,2603.538964,10/25/1993,10/10/2029
d11542n,27780,3250,32800,9999.6667,3964.42297,9/10/1926,11/25/2026
s77770t,11826,3950,24800,9628.8539,3306.911312,10/20/1973,5/3/2024
o94063o,17857,281,23899,9535.5502,3125.320796,11/10/1953,1/2/2021
p34745m,15896,500,26000,8344.9633,2842.953103,9/26/1985,10/9/2018
r38940g,14873,9990,17850,13151.5263,2079.64011,1/6/1950,9/4/2027
v14513k,24604,6490,24900,11958.125,3825.484173,2/8/1982,8/16/2018
t90254c,6682,3280,17500,11193.9444,3699.424947,2/4/2015,5/9/2022
u38324d,12162,2500,17400,11649.2667,3132.339306,6/27/1974,8/16/2024
m30739q,17960,4500,27900,11770.7595,3535.053586,4/22/2013,3/22/2029
g29629o,4214,2650,15495,9781.7778,2599.23379,2/10/1993,7/7/2029
z24913o,8638,3750,18900,10494.8909,2974.034552,9/5/1924,9/14/2020
p62534j,14011,1750,20000,7968.0843,2915.187856,11/4/1989,12/8/2030
r23448f,19417,9000,22950,15897.7333,3271.455017,3/4/1918,5/9/2020
d95745r,11797,7777,19500,15701.9259,2860.665772,7/8/1917,3/28/2028
h35030u,11430,8490,22999,15194.9615,3553.244352,11/16/1904,11/22/2026
b12122g,26643,6500,32000,15606.6316,5731.918382,12/27/1970,9/16/2021
u38916n,17233,7900,25000,13991.6,3386.159034,3/20/1959,1/27/2030
k56094l,10824,4800,19500,12150.8696,3140.033785,9/17/1938,4/23/2020
j86950a,11891,1200,27500,12655.5877,4571.372113,4/18/2001,3/21/2018
d90690m,18520,4800,25999,12718.3958,3497.675201,4/22/1906,7/13/2022
s70125h,11837,1500,33900,10456.4562,3417.259508,1/13/1941,12/10/2021
n88133f,16028,9890,20700,15549.087,2540.44058,1/7/1913,10/14/2030
h58196u,19814,3000,21500,15032.1667,3971.41576,10/12/2009,2/25/2019
j68888v,8923,6999,23999,14851.6563,3848.565647,4/6/1935,11/19/2029
s13810b,20860,4450,31000,14544.4167,4612.841974,4/21/2015,7/3/2030
e93659w,10562,6900,25000,13723.2619,3810.124908,9/14/2003,1/2/2027
y10017f,9198,5150,24999,14144.984,3873.017728,11/16/1921,12/16/2030
e43319m,15661,4900,26500,12410.957,3494.30127,3/8/1962,8/6/2020
p23275i,23152,12900,48989,20152.5455,9735.727319,2/18/1945,12/17/2018
q42274r,14016,12100,24500,18512.25,2936.708393,10/12/1995,1/4/2022
v33949b,33014,8200,45900,17104.3103,6849.58334,9/1/1975,6/12/2021
o42430o,15527,6999,22500,14881.7255,3316.561029,2/3/1909,10/20/2025
c39166o,12946,3500,23900,13714.2822,4167.622313,2/28/1977,4/6/2022
n23373j,12333,8700,28900,18992.9375,5947.95293,3/23/2008,7/20/2029
